precio,moneda,direccion,barrio,tipo,metros_totales,area_privada,dormitorios,baños,garage,gastos_comunes,admite_mascotas,disposicion,balcon,terraza,ascensor,amueblado,aire_acondicionado,calefaccion,numero_piso,latitud_Y,longitud_X,url
$ 35.000,Pesos Uruguayos (UYU),"Constituyente, Cordón, Montevideo",Cordón,Apartamento,70 m²,60 m²,2,1,0,8.400 UYU,Sí,Frente,Sí,Sí,Sí,No,Sí,Sí,1,-34.907301,-56.17455,https://apartamento.mercadolibre.com.uy/MLU-696786581-alquiler-apartamento-cordon-2-dormitorios-y-cocina-definida-constituyente-y-eduardo-acevedo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=13&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 25.000,Pesos Uruguayos (UYU),"Av. 18 De Julio 2250, Montevideo, Cordón, Montevideo",Montevideo,Apartamento,38 m²,38 m²,1,1,0,8.000 UYU,No,Frente,Sí,Sí,Sí,No,No,Sí,17,-34.8986788,-56.1670136,https://apartamento.mercadolibre.com.uy/MLU-1455582284-er-apartamento-de-1-dormitorio-frente-al-obelisco-piso-16-con-excelente-vista-25000-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=14&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 23.500,Pesos Uruguayos (UYU),"Gregorio Sanabria 3657, Montevideo, Aires Puros, Montevideo",Montevideo,Apartamento,50 m²,50 m²,1,1,0,0 UYU,Sí,Frente,No especificado,No especificado,No especificado,No,No especificado,No especificado,No especificado,-34.853988,-56.185882,https://apartamento.mercadolibre.com.uy/MLU-1455852306-1-dormitorio-en-planta-baja-con-patio-y-al-frente-no-tiene-gastos-comunes-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=15&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 22.000,Pesos Uruguayos (UYU),"Acevedo Díaz 900 - 1200, Montevideo, Punta Carretas, Montevideo",Montevideo,Apartamento,34 m²,34 m²,0,1,0,4.600 UYU,Sí,Contrafrente,No especificado,No especificado,Sí,No,Sí,Sí,11,-34.9105747,-56.1655716,https://apartamento.mercadolibre.com.uy/MLU-1458005742-er-monoambiente-en-alquiler-punta-carretas-con-aire-acondicionado-22000-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=16&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 17.900,Pesos Uruguayos (UYU),"Cerro Largo Esq. Convención, Centro, Montevideo",Centro,Apartamento,40 m²,40 m²,1,1,0,4.900 UYU,No,Interno,No,No,Sí,No,No,No,6,-34.9016484,-56.1971726,https://apartamento.mercadolibre.com.uy/MLU-1457427236-apartamento-en-alquiler-centro-inmobiliaria-lars-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=17&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 26.000,Pesos Uruguayos (UYU),"Cassinoni Y Colonia, Tres Cruces, Montevideo",Tres Cruces,Apartamento,54 m²,54 m²,1,1,0,4.380 UYU,Sí,Frente,No,No,No especificado,No especificado,No,No especificado,3,-34.8980489,-56.165866,https://apartamento.mercadolibre.com.uy/MLU-1454716454-alquiler-apartamento-1-dormitorios-tres-cruces-montevideo-d-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=18&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 25.900,Pesos Uruguayos (UYU),"Juan D. Jackson 1141, Montevideo, Cordón, Montevideo",Montevideo,Apartamento,84 m²,42 m²,1,1,0,3.200 UYU,No,Frente,42 m²,No especificado,No especificado,No,No especificado,No especificado,2,-34.9086605,-56.173148,https://apartamento.mercadolibre.com.uy/MLU-1455839288-1-dormitorio-con-parrillero-propio-bajos-gastos-comunes-cordon-sur-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=19&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 23.500,Pesos Uruguayos (UYU),"Paraguay Esq. Paysandú, Centro, Montevideo",Centro,Apartamento,48 m²,48 m²,1,1,0,8.129 UYU,No,Frente,No,No,Sí,No,No,Sí,9,-34.902391,-56.1929183,https://apartamento.mercadolibre.com.uy/MLU-1454651996-apartamento-en-alquiler-centro-inmobiliaria-lars-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=20&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 17.000,Pesos Uruguayos (UYU),"Paysandú Esq. Arenal Grande, Cordón, Montevideo",Cordón,Apartamento,30 m²,30 m²,0,1,0,1.500 UYU,Sí,Interno,No,No,No especificado,No,No,No especificado,3,-34.8974841,-56.1766533,https://apartamento.mercadolibre.com.uy/MLU-696899097-alquiler-apartamento-monoambiente-cordon-montevideo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=21&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 26.000,Pesos Uruguayos (UYU),"Charrúa 1935, Montevideo, Parque Rodó, Montevideo",Montevideo,Apartamento,40 m²,40 m²,1,1,0,4.500 UYU,Sí,Frente,Sí,Sí,Sí,No,Sí,No,No especificado,-34.906222,-56.1737562,https://apartamento.mercadolibre.com.uy/MLU-1459539206-alquilo-luminoso-apartamento-con-terraza-en-parque-rodo-1-dormitorio-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=22&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 25.900,Pesos Uruguayos (UYU),"Juan D. Jackson 900 - 1200, Montevideo, Cordón, Montevideo",Montevideo,Apartamento,84 m²,42 m²,1,1,0,3.200 UYU,No,No especificado,42 m²,Sí,Sí,No,No especificado,No especificado,2,-34.908466,-56.1727748,https://apartamento.mercadolibre.com.uy/MLU-1459539022-er-apartamento-de-1-dormitorio-en-alquiler-gran-terraza-con-parrillero-propio-en-cordon-sur-25900-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=23&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 22.500,Pesos Uruguayos (UYU),"Dr. Gustavo Gallinal 1800, Montevideo, Jacinto Vera, Montevideo",Montevideo,Apartamento,100 m²,100 m²,2,1,0,0 UYU,Sí,No especificado,No especificado,No especificado,No especificado,No,No especificado,No especificado,1,-34.8734921,-56.1775958,https://apartamento.mercadolibre.com.uy/MLU-1459000412-alquila-casa-ubicada-en-el-barrio-jacinto-vera-a-2-cuadras-de-gral-flores-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=24&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 22.500,Pesos Uruguayos (UYU),"Cerro Largo Esq. Río Branco, Centro, Montevideo",Centro,Apartamento,40 m²,40 m²,1,1,0,2.500 UYU,No,Interno,No,Sí,No,No,Sí,No,6,-34.9015985,-56.1957323,https://apartamento.mercadolibre.com.uy/MLU-696732915-apartamento-en-alquiler-centro-inmobiliaria-lars-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=25&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 25.000,Pesos Uruguayos (UYU),"C. República Dominicana, Montevideo, Parque Batlle, Montevideo",Montevideo,Apartamento,38 m²,38 m²,1,1,0,600 UYU,Sí,No especificado,10 m²,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,-34.8871746,-56.1527536,https://apartamento.mercadolibre.com.uy/MLU-1457406066-alquiler-apartamento-con-patio-y-parrillero-estufa-cunata-con-un-dormitorio-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=26&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 23.500,Pesos Uruguayos (UYU),"Francisco Araúcho, Parque Rodó, Montevideo",Parque Rodó,Apartamento,45 m²,45 m²,1,1,0,2.000 UYU,No,Contrafrente,Sí,No,No,No,Sí,No,2,-34.9071456,-56.1641069,https://apartamento.mercadolibre.com.uy/MLU-696882513-alquiler-apartamento-1-dormitorio-parque-rodo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=27&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 38.000,Pesos Uruguayos (UYU),"Defensa Y Ferrer Serra, Tres Cruces, Montevideo",Tres Cruces,Apartamento,60 m²,60 m²,2,1,1,6.800 UYU,No especificado,Frente,No,No,No especificado,No especificado,No,No especificado,4,-34.8953292,-56.173761,https://apartamento.mercadolibre.com.uy/MLU-696756307-alquiler-apartamento-2-dormitorios-tres-cruces-montevideo-d-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=28&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
US$ 20.000,Dólares (USD),"Juan Jacobo Rousseau 3690, Montevideo, Unión, Montevideo",Montevideo,Apartamento,55 m²,55 m²,2,1,0,No especificado,Sí,Interno,No,No,No,No,No,No,No especificado,-34.8743838,-56.1431256,https://apartamento.mercadolibre.com.uy/MLU-1459114286-alquilo-departamento-con-2-dormitorios-en-union-azoteas-de-uso-independiente-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=29&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 22.800,Pesos Uruguayos (UYU),"Tres Cruces, Tres Cruces, Montevideo",Tres Cruces,Apartamento,36 m²,36 m²,2,1,0,No especificado,Sí,Frente,No especificado,No,Sí,No,Sí,Sí,10,-34.896227,-56.166079,https://apartamento.mercadolibre.com.uy/MLU-1455580024-en-venta-o-alquiler-1-dormitorio-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=30&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 24.000,Pesos Uruguayos (UYU),"Roque Graseras 600 - 900, Montevideo, Punta Carretas, Montevideo",Montevideo,Apartamento,40 m²,38 m²,1,1,1,11.630 UYU,Sí,Frente,Sí,Sí,Sí,No,Sí,Sí,10,-34.9189019,-56.1517935,https://apartamento.mercadolibre.com.uy/MLU-696676163-er-apartamento-de-1-dormitorio-parque-villa-biarritz-excelente-ubicacion-24000-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=31&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 29.000,Pesos Uruguayos (UYU),"Julio Herrera Y Obes 900 - 1200, Montevideo, Barrio Sur, Montevideo, Montevideo",Montevideo,Apartamento,70 m²,65 m²,2,1,0,4.700 UYU,Sí,Frente,Sí,Sí,No especificado,No especificado,No especificado,No especificado,2,-34.9112222,-56.1943985,https://apartamento.mercadolibre.com.uy/MLU-1456581000-apto-amplio-70-mts-con-balcon-2-dormitorios-grandes-al-frente-a-150-mts-de-la-rambla-julio-herrera-y-carlos-gardel-acepta-anda-o-contaduria-gc-4700-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=32&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 29.000,Pesos Uruguayos (UYU),"Julio Herrera Y Obes 900 - 1200, Montevideo, Centro, Montevideo",Montevideo,Apartamento,70 m²,65 m²,2,1,0,4.700 UYU,Sí,Frente,Sí,Sí,No especificado,No,No especificado,No especificado,2,-34.9111757,-56.1943148,https://apartamento.mercadolibre.com.uy/MLU-1456567812-aplio-apto-con-anda-o-contaduria-70-mts-a-150-mts-de-la-rambla-del-barrio-sur-espacios-muy-comodos-gc4700-julio-herrera-y-obes-y-durazno-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=33&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 45.500,Pesos Uruguayos (UYU),"Roque Graseras 624, Montevideo, Villa Biarritz, Montevideo",Montevideo,Apartamento,68 m²,68 m²,2,2,1,9.600 UYU,No,Frente,4 m²,Sí,No especificado,No,No especificado,No especificado,10,-34.9205703,-56.1523623,https://apartamento.mercadolibre.com.uy/MLU-696641103-alquiler-punta-carretas-2-dorm-2-banos-con-cochera-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=34&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 65.000,Pesos Uruguayos (UYU),"Dr Horacio Abadie Santos 931, 11200 Montevideo, Departamento De Montevideo, Uruguay, Parque Rodó, Montevideo",11200 Montevideo,Apartamento,120 m²,120 m²,3,2,1,9.357 UYU,No,Frente,Sí,Sí,Sí,No,No especificado,No especificado,10,-34.9125899,-56.1761895,https://apartamento.mercadolibre.com.uy/MLU-1455836822-er-apartamento-de-3-dormitorios-balcon-con-vista-al-mar-garage-y-excelente-ubicacion-65000-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=35&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 30.000,Pesos Uruguayos (UYU),"Marco Bruto 1200 - 1500, Montevideo, Pocitos, Montevideo",Montevideo,Apartamento,38 m²,40 m²,1,1,0,0 UYU,No especificado,Frente,No especificado,Sí,No especificado,No,No especificado,No especificado,3,-34.8997984,-56.1403834,https://apartamento.mercadolibre.com.uy/MLU-1457427568-lindo-apto-a-pasos-de-rivera-sin-gastos-comunes-por-marco-bruto-con-office-a-estrenar-y-sin-gastos-comunes-concepto-moderno-solo-acepta-anda-40-mts-anafe-hay-parking-en-la-cuadra-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=36&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 28.000,Pesos Uruguayos (UYU),"Agraciada Y Sagasta, Paso Molino, Montevideo",Paso Molino,Apartamento,60 m²,60 m²,2,1,0,0 UYU,No especificado,Contrafrente,No,No,No especificado,No especificado,No,No especificado,No especificado,-34.8572086,-56.2190983,https://apartamento.mercadolibre.com.uy/MLU-696743533-alquiler-apartamento-2-dormitorios-paso-molino-montevideo-d-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=37&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 22.800,Pesos Uruguayos (UYU),"Av Gral Rondeau 2100 - 2400, Montevideo, Aguada, Montevideo",Montevideo,Apartamento,37 m²,37 m²,1,1,0,3.000 UYU,No especificado,No especificado,Sí,No especificado,Sí,No,Sí,No especificado,110,-34.8860748,-56.1933524,https://apartamento.mercadolibre.com.uy/MLU-696625711-er-apartamento-de-1-dormitorio-aguada-balcon-22800-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=38&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 34.000,Pesos Uruguayos (UYU),"Almirón 5621, Montevideo, Punta Gorda, Montevideo",Montevideo,Apartamento,43 m²,4 m²,1,1,1,6.038 UYU,No especificado,Frente,Sí,No especificado,No especificado,No especificado,No especificado,No especificado,4,-34.8819397,-56.0896008,https://apartamento.mercadolibre.com.uy/MLU-696631119-alquiler-1-dormitorio-con-parrillero-y-cochera-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=39&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 21.000,Pesos Uruguayos (UYU),"26 De Marzo 3300 - 3600, Montevideo, Pocitos, Montevideo",Montevideo,Apartamento,28 m²,28 m²,0,1,0,2.900 UYU,Sí,Contrafrente,No especificado,No especificado,Sí,No,No especificado,No especificado,11,-34.9061197,-56.1377926,https://apartamento.mercadolibre.com.uy/MLU-696891329-monoambiente-sin-muebles-28-mts-piso-4-vista-a-la-bahia-gc-bajos-26-de-marzo-y-marco-bruto-pleno-pocitos-barbacoa-y-porteria-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=40&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 32.000,Pesos Uruguayos (UYU),"Av. 8 De Octubre 2988, Montevideo, La Blanqueada, Montevideo",Montevideo,Apartamento,58 m²,55 m²,2,1,1,5.500 UYU,Sí,Contrafrente,Sí,Sí,No especificado,No,No especificado,No especificado,No especificado,-34.8843869,-56.1558008,https://apartamento.mercadolibre.com.uy/MLU-1457439142-alquiler-apartamento-2-dormitorios-tres-cruces-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=41&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 30.000,Pesos Uruguayos (UYU),"Marco Bruto 1470, Montevideo, Parque Batlle, Montevideo",Montevideo,Apartamento,40 m²,38 m²,1,1,0,0 UYU,No especificado,Frente,2 m²,Sí,No especificado,No,No especificado,No especificado,3,-34.8997984,-56.1403834,https://apartamento.mercadolibre.com.uy/MLU-1457439842-marco-bruto-y-liber-arce-sin-gastos-comunes-parking-al-lado-a-estrenar-amplias-aberturas-complejo-de-pocas-unidades-concepto-moderno-anafe-horno-dorm-al-frente-living-a-jardin-comun-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=42&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 25.000,Pesos Uruguayos (UYU),"Larravide Y 8 De Octubre, Unión, Montevideo",Unión,Apartamento,65 m²,65 m²,2,1,0,0 UYU,Sí,Frente,No,No,No especificado,No especificado,No,No especificado,1,-34.8740857,-56.1388579,https://apartamento.mercadolibre.com.uy/MLU-696756333-alquiler-apartamento-2-dormitorios-union-montevideo-d-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=43&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 38.000,Pesos Uruguayos (UYU),"Joaquín Núñez 3000 - 3300, Montevideo, Punta Carretas, Montevideo",Montevideo,Apartamento,54 m²,54 m²,2,1,0,3.200 UYU,Sí,Interno,No especificado,No especificado,No especificado,No,Sí,Sí,1,-34.9237462,-56.1553853,https://apartamento.mercadolibre.com.uy/MLU-696686963-er-apartamento-de-2-dormitorios-punta-carretas-a-media-cuadra-de-la-rambla-38000-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=44&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 28.000,Pesos Uruguayos (UYU),"Francisco A. Vidal 600 - 900, Montevideo, Punta Carretas, Montevideo",Montevideo,Apartamento,58 m²,40 m²,1,1,0,6.800 UYU,Sí,Frente,Sí,Sí,Sí,No,No especificado,No especificado,7,-34.9214382,-56.1508864,https://apartamento.mercadolibre.com.uy/MLU-1458046770-apto-a-50-mts-de-la-rambla-y-del-parque-biarritz-a-150-vidal-y-vazquez-ledesma-patio-propio-balcon-deposito-bhu-porto-o-sura-no-gje-al-frente-gc6800-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=45&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 33.000,Pesos Uruguayos (UYU),No especificado,No especificado,Apartamento,48 m²,41 m²,1,1,1,4.000 UYU,No especificado,Lateral,7 m²,Sí,Sí,No especificado,No especificado,Sí,9,No detectado,No detectado,https://apartamento.mercadolibre.com.uy/MLU-1454730336-alquiler-apartamento-1-dormitorio-barrio-sur-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=46&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 27.300,Pesos Uruguayos (UYU),"Canelones 1650, Montevideo, Cordón, Montevideo",Montevideo,Apartamento,42 m²,42 m²,1,1,0,5.661 UYU,Sí,Frente,Sí,Sí,Sí,No,Sí,No especificado,10,-34.9079001,-56.1796015,https://apartamento.mercadolibre.com.uy/MLU-696713159-er-apartamento-a-estrenar-de-1-dormitorio-moderno-luminoso-y-funcional-27300-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=47&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 24.500,Pesos Uruguayos (UYU),"Lancasteriana 2100 - 2400, Montevideo, Carrasco Norte, Montevideo, Montevideo",Montevideo,Apartamento,36 m²,36 m²,1,1,0,2.000 UYU,Sí,Lateral,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,2,-34.8747103,-56.0659276,https://apartamento.mercadolibre.com.uy/MLU-1457411912-apto-en-planta-baja-venta-ujsd-114000-alq-24500-un-dormitorio-lancasteriana-entre-beranger-y-cno-carrasco-proyecto-de-13-aptos-nuevo-gc-2000-camaras-buena-locomocion-vealo-un-dormitorio-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=48&type=item&tracking_id=d15a9dfa-5912-46da-b2b7-13af91a00f10&sid=search
$ 29.500,Pesos Uruguayos (UYU),"Bv. José Batlle Y Ordóñez 1630, 11400 Montevideo, Departamento De Montevideo, Uruguay, Buceo, Montevideo",11400 Montevideo,Apartamento,50 m²,50 m²,2,1,0,3.400 UYU,No,Frente,No especificado,No especificado,No especificado,No,Sí,No especificado,3,-34.8949105,-56.127474,https://apartamento.mercadolibre.com.uy/MLU-696686289-er-apartamento-de-2-dormitorios-remodelado-cerca-de-la-rambla-de-buceo-29500-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=13dde343-3f5c-4d72-847a-266573ffaa9c&sid=search
$ 48.000,Pesos Uruguayos (UYU),"Canelones 900 - 1200, Montevideo, Barrio Sur, Montevideo, Montevideo",Montevideo,Apartamento,135 m²,125 m²,3,2,0,12.000 UYU,Sí,Frente,Sí,Sí,Sí,No,Sí,Sí,6,-34.908457,-56.190706,https://apartamento.mercadolibre.com.uy/MLU-1459002884-apto-barrio-su-135-mts-3-dormitorios-amplios-mas-servicio-o-escritorio-comodo-gc12000-calefaccion-central-y-portero-un-turno-muchos-placares-espacios-generosos-bano-y-cocina-renovados-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=2&type=item&tracking_id=13dde343-3f5c-4d72-847a-266573ffaa9c&sid=search
$ 28.000,Pesos Uruguayos (UYU),"Francisco A. Vidal 600 - 900, Montevideo, Villa Biarritz, Montevideo",Montevideo,Apartamento,58 m²,40 m²,1,1,0,6.800 UYU,Sí,Frente,Sí,Sí,Sí,No especificado,No especificado,No especificado,7,-34.9212638,-56.1509015,https://apartamento.mercadolibre.com.uy/MLU-1458046904-lindo-apto-recien-pintado-acepta-bhu-porto-o-sura-al-frente-con-balcon-y-patio-propio-francisco-vidal-y-vazquez-ledesma-a-50mts-de-la-rambla-y-al-lado-parque-biarritz-gc-6800-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=3&type=item&tracking_id=13dde343-3f5c-4d72-847a-266573ffaa9c&sid=search
$ 33.000,Pesos Uruguayos (UYU),"Buceo, Montevideo, Buceo, Montevideo",Montevideo,Apartamento,58 m²,58 m²,2,1,1,4.058 UYU,No especificado,Frente,No especificado,No especificado,Sí,No,Sí,No especificado,11,-34.8992828,-56.1229493,https://apartamento.mercadolibre.com.uy/MLU-696713335-er-apartamento-de-2-dormitorios-en-alquiler-luminoso-con-cochera-y-excelente-distribucion-33000-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=4&type=item&tracking_id=13dde343-3f5c-4d72-847a-266573ffaa9c&sid=search
$ 48.000,Pesos Uruguayos (UYU),"Canelones 1165, Montevideo, Centro, Montevideo",Montevideo,Apartamento,135 m²,125 m²,3,2,0,12.000 UYU,Sí,Frente,Sí,Sí,Sí,No,Sí,Sí,6,-34.9085225,-56.1907058,https://apartamento.mercadolibre.com.uy/MLU-696886855-apto-con-estufa-a-lena-3-dormitorios-mas-servicio-o-escritorio-135-mts-reales-piso-3-frente-espacios-amplios-muchos-placares-y-bano-y-cocina-actualizado-losa-central-gc-12000-x-mes-todo-ano-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=5&type=item&tracking_id=13dde343-3f5c-4d72-847a-266573ffaa9c&sid=search
$ 37.000,Pesos Uruguayos (UYU),"Miguel Grau 3600 - 3900, Montevideo, Puerto Buceo, Montevideo",Montevideo,Apartamento,50 m²,50 m²,1,1,1,4.900 UYU,Sí,Contrafrente,Sí,Sí,Sí,Sí,Sí,No especificado,4,-34.9034809,-56.1300113,https://apartamento.mercadolibre.com.uy/MLU-1455571838-er-apartamento-de-1-dormitorio-amoblado-con-cochera-puertito-del-buceo-37000-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=6&type=item&tracking_id=13dde343-3f5c-4d72-847a-266573ffaa9c&sid=search
$ 39.000,Pesos Uruguayos (UYU),"Av. Luis Alberto De Herrera 2620, Montevideo, La Blanqueada, Montevideo",Montevideo,Apartamento,"65,3 m²","65,3 m²",2,1,1,No especificado,No especificado,Frente,Sí,No especificado,No especificado,No,No especificado,No especificado,2,-34.8807252,-56.1535455,https://apartamento.mercadolibre.com.uy/MLU-1455853400-er-apartamento-de-2-dormitorios-a-estrenar-con-balcon-y-garaje-en-edificio-nordico-39000-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=7&type=item&tracking_id=13dde343-3f5c-4d72-847a-266573ffaa9c&sid=search
$ 24.000,Pesos Uruguayos (UYU),"Erevan 1500, Montevideo, Malvin, Montevideo",Montevideo,Apartamento,26 m²,26 m²,0,1,0,3.800 UYU,No especificado,No especificado,No especificado,No especificado,No especificado,No,No especificado,No especificado,No especificado,-34.8868134,-56.1119645,https://apartamento.mercadolibre.com.uy/MLU-1457525256-monoambiente-en-malvin-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&search_layout=grid&position=8&type=item&tracking_id=13dde343-3f5c-4d72-847a-266573ffaa9c&sid=search
